SUBSCRIPTION_ID,ACCOUNT_ID,PLAN_NAME,PLAN_INTERVAL,PLAN_PRICE,START_DATE,END_DATE,CANCELLED_AT
SUB-011387,ACC-07683,starter,monthly,299,2022-11-23,2023-03-25,
SUB-011388,ACC-07683,enterprise,annual,11988,2023-03-25,2023-04-22,2023-04-20 00:00:00.000 -0700
SUB-011389,ACC-07684,enterprise,annual,11988,2023-03-26,,
SUB-011390,ACC-07685,enterprise,annual,11988,2023-12-22,2025-01-30,
SUB-011391,ACC-07685,starter,annual,3588,2025-01-30,,
SUB-011392,ACC-07686,pro,monthly,499,2022-06-21,2022-10-05,
SUB-011393,ACC-07686,enterprise,annual,11988,2022-10-05,,
SUB-011394,ACC-07688,pro,monthly,499,2022-01-30,2022-07-11,
SUB-011395,ACC-07688,enterprise,annual,11988,2022-07-11,2023-12-06,
SUB-011396,ACC-07688,pro,annual,5988,2023-12-06,,
SUB-011397,ACC-07689,starter,annual,3588,2024-01-06,,
SUB-011398,ACC-07690,starter,monthly,299,2023-09-11,2023-10-07,2023-10-05 00:00:00.000 -0700
SUB-011399,ACC-07691,pro,annual,5988,2022-06-19,2024-02-07,
SUB-011400,ACC-07691,enterprise,monthly,999,2024-02-07,,
SUB-011401,ACC-07692,starter,annual,3588,2022-12-18,2024-02-06,
SUB-011402,ACC-07692,enterprise,annual,11988,2024-02-06,,
SUB-011403,ACC-07693,starter,annual,3588,2023-11-10,2023-12-03,2023-12-01 00:00:00.000 -0800
SUB-011404,ACC-07694,enterprise,monthly,999,2023-12-31,2024-01-26,2024-01-24 00:00:00.000 -0800
SUB-011405,ACC-07695,starter,annual,3588,2023-04-02,,
SUB-011406,ACC-07696,enterprise,annual,11988,2023-02-24,2024-07-11,
SUB-011407,ACC-07696,pro,monthly,499,2024-07-11,,
SUB-011408,ACC-07697,enterprise,monthly,999,2023-03-23,2023-08-09,
SUB-011409,ACC-07697,starter,annual,3588,2023-08-09,2023-08-30,2023-08-28 00:00:00.000 -0700
SUB-011410,ACC-07698,enterprise,annual,11988,2022-04-16,2022-05-03,2022-05-01 00:00:00.000 -0700
SUB-011411,ACC-07699,starter,annual,3588,2023-05-16,2025-03-09,
SUB-011412,ACC-07699,pro,annual,5988,2025-03-09,2027-03-05,
SUB-011413,ACC-07700,enterprise,annual,11988,2023-05-06,2023-05-30,2023-05-28 00:00:00.000 -0700
SUB-011414,ACC-07702,enterprise,monthly,999,2022-06-16,,
SUB-011415,ACC-07703,enterprise,annual,11988,2023-10-22,2025-06-25,
SUB-011416,ACC-07703,pro,monthly,499,2025-06-25,,
SUB-011417,ACC-07704,pro,annual,5988,2023-02-18,2023-03-09,2023-03-07 00:00:00.000 -0800
SUB-011418,ACC-07705,starter,monthly,299,2022-10-30,,
SUB-011419,ACC-07706,enterprise,monthly,999,2023-10-23,,
SUB-011420,ACC-07707,starter,monthly,299,2023-04-02,2023-04-21,2023-04-19 00:00:00.000 -0700
SUB-011421,ACC-07708,enterprise,annual,11988,2023-04-28,2024-12-23,
SUB-011422,ACC-07708,starter,monthly,299,2024-12-23,2025-04-24,
SUB-011423,ACC-07708,pro,monthly,499,2025-04-24,2025-05-13,2025-05-11 00:00:00.000 -0700
SUB-011424,ACC-07709,enterprise,monthly,999,2023-04-02,2023-06-07,
SUB-011425,ACC-07709,pro,monthly,499,2023-06-07,,
SUB-011426,ACC-07710,enterprise,annual,11988,2022-04-20,,
SUB-011427,ACC-07711,enterprise,annual,11988,2023-10-27,2023-11-19,2023-11-17 00:00:00.000 -0800
SUB-011428,ACC-07712,enterprise,annual,11988,2022-10-13,2022-11-10,2022-11-08 00:00:00.000 -0800
SUB-011429,ACC-07713,pro,annual,5988,2023-06-19,2024-07-04,
SUB-011430,ACC-07713,starter,annual,3588,2024-07-04,2025-11-17,
SUB-011431,ACC-07713,enterprise,annual,11988,2025-11-17,,
SUB-011432,ACC-07714,starter,annual,3588,2022-06-01,,
SUB-011433,ACC-07715,starter,annual,3588,2023-09-29,2023-10-17,2023-10-15 00:00:00.000 -0700
SUB-011434,ACC-07716,pro,monthly,499,2023-02-26,,
SUB-011435,ACC-07717,enterprise,monthly,999,2022-06-19,2022-07-28,
SUB-011436,ACC-07717,pro,monthly,499,2022-07-28,,
SUB-011437,ACC-07718,enterprise,annual,11988,2022-04-17,2022-05-04,2022-05-02 00:00:00.000 -0700
SUB-011438,ACC-07719,pro,annual,5988,2022-11-13,2024-04-25,
SUB-011439,ACC-07719,enterprise,monthly,999,2024-04-25,,
SUB-011440,ACC-07720,pro,annual,5988,2022-10-22,,
SUB-011441,ACC-07721,pro,annual,5988,2022-04-11,,
SUB-011442,ACC-07722,enterprise,monthly,999,2023-03-14,2023-05-08,
SUB-011443,ACC-07722,starter,annual,3588,2023-05-08,2023-05-25,2023-05-23 00:00:00.000 -0700
SUB-011444,ACC-07723,enterprise,annual,11988,2022-08-04,2024-07-27,
SUB-011445,ACC-07723,pro,annual,5988,2024-07-27,2024-08-18,2024-08-16 00:00:00.000 -0700
SUB-011446,ACC-07724,starter,monthly,299,2023-09-17,2023-12-04,
SUB-011447,ACC-07724,enterprise,monthly,999,2023-12-04,2024-04-13,
SUB-011448,ACC-07724,starter,annual,3588,2024-04-13,,
SUB-011449,ACC-07725,enterprise,annual,11988,2022-05-02,2023-10-21,
SUB-011450,ACC-07725,pro,annual,5988,2023-10-21,,
SUB-011451,ACC-07726,starter,monthly,299,2023-10-31,2023-11-17,2023-11-15 00:00:00.000 -0800
SUB-011452,ACC-07727,enterprise,annual,11988,2022-09-15,2022-10-10,2022-10-08 00:00:00.000 -0700
SUB-011453,ACC-07728,pro,annual,5988,2023-12-07,2023-12-25,2023-12-23 00:00:00.000 -0800
SUB-011454,ACC-07729,starter,annual,3588,2023-10-14,2023-10-30,2023-10-28 00:00:00.000 -0700
SUB-011455,ACC-07730,enterprise,annual,11988,2023-11-21,2025-09-15,
SUB-011456,ACC-07730,starter,annual,3588,2025-09-15,2027-02-16,
SUB-011457,ACC-07731,enterprise,annual,11988,2022-12-20,2024-03-26,
SUB-011458,ACC-07731,starter,monthly,299,2024-03-26,,
SUB-011459,ACC-07732,enterprise,monthly,999,2022-12-12,2023-05-24,
SUB-011460,ACC-07732,starter,annual,3588,2023-05-24,2024-09-03,
SUB-011461,ACC-07732,pro,monthly,499,2024-09-03,2024-10-01,2024-09-29 00:00:00.000 -0700
SUB-011462,ACC-07733,pro,annual,5988,2022-04-18,2022-05-07,2022-05-05 00:00:00.000 -0700
SUB-011463,ACC-07734,pro,annual,5988,2022-12-31,2023-01-23,2023-01-21 00:00:00.000 -0800
SUB-011464,ACC-07735,enterprise,annual,11988,2023-05-22,2024-12-07,
SUB-011465,ACC-07735,pro,annual,5988,2024-12-07,2026-07-12,
SUB-011466,ACC-07736,starter,monthly,299,2022-12-21,2023-05-16,
SUB-011467,ACC-07736,enterprise,monthly,999,2023-05-16,,
SUB-011468,ACC-07738,enterprise,annual,11988,2023-10-18,,
SUB-011469,ACC-07739,pro,annual,5988,2023-07-18,2023-08-08,2023-08-06 00:00:00.000 -0700
SUB-011470,ACC-07741,enterprise,monthly,999,2023-05-24,,
SUB-011471,ACC-07742,enterprise,annual,11988,2024-01-04,2024-01-22,2024-01-20 00:00:00.000 -0800
SUB-011472,ACC-07743,pro,annual,5988,2023-12-24,2025-06-07,
SUB-011473,ACC-07743,starter,annual,3588,2025-06-07,,
SUB-011474,ACC-07744,enterprise,annual,11988,2023-05-02,2025-01-12,
SUB-011475,ACC-07744,starter,monthly,299,2025-01-12,,
SUB-011476,ACC-07745,enterprise,annual,11988,2023-11-23,2023-12-18,2023-12-16 00:00:00.000 -0800
SUB-011477,ACC-07746,starter,annual,3588,2022-12-23,2023-01-09,2023-01-07 00:00:00.000 -0800
SUB-011478,ACC-07747,pro,annual,5988,2023-10-13,2023-11-04,2023-11-02 00:00:00.000 -0700
SUB-011479,ACC-07748,enterprise,monthly,999,2022-08-04,,
SUB-011480,ACC-07749,pro,annual,5988,2023-12-09,2023-12-28,2023-12-26 00:00:00.000 -0800
SUB-011481,ACC-07750,pro,monthly,499,2022-10-02,2022-10-20,2022-10-18 00:00:00.000 -0700
SUB-011482,ACC-07751,starter,annual,3588,2023-01-20,2024-08-11,
SUB-011483,ACC-07751,pro,annual,5988,2024-08-11,,
SUB-011484,ACC-07753,starter,monthly,299,2022-02-21,,
SUB-011485,ACC-07754,pro,monthly,499,2022-01-23,2022-02-19,2022-02-17 00:00:00.000 -0800
SUB-011486,ACC-07755,enterprise,annual,11988,2022-04-06,2024-01-12,
SUB-011487,ACC-07755,starter,monthly,299,2024-01-12,2024-02-07,2024-02-05 00:00:00.000 -0800
SUB-011488,ACC-07756,starter,monthly,299,2022-03-20,2022-06-16,
SUB-011489,ACC-07756,enterprise,annual,11988,2022-06-16,2022-07-02,2022-06-30 00:00:00.000 -0700
SUB-011490,ACC-07757,pro,monthly,499,2023-03-18,2023-08-03,
SUB-011491,ACC-07757,enterprise,annual,11988,2023-08-03,2023-08-23,2023-08-21 00:00:00.000 -0700
SUB-011492,ACC-07758,starter,annual,3588,2023-02-13,2023-03-10,2023-03-08 00:00:00.000 -0800
SUB-011493,ACC-07760,enterprise,monthly,999,2023-11-18,2023-12-13,2023-12-11 00:00:00.000 -0800
SUB-011494,ACC-07761,enterprise,annual,11988,2023-11-10,2025-03-08,
SUB-011495,ACC-07761,pro,monthly,499,2025-03-08,2025-08-14,
SUB-011496,ACC-07761,starter,monthly,299,2025-08-14,2025-09-09,2025-09-07 00:00:00.000 -0700
SUB-011497,ACC-07762,starter,annual,3588,2022-07-02,2022-07-21,2022-07-19 00:00:00.000 -0700
SUB-011498,ACC-07763,starter,annual,3588,2023-10-13,,
SUB-011499,ACC-07764,enterprise,monthly,999,2023-09-06,,
SUB-011500,ACC-07765,pro,annual,5988,2022-02-18,2022-03-13,2022-03-11 00:00:00.000 -0800
SUB-011501,ACC-07766,enterprise,monthly,999,2023-06-08,2023-07-24,
SUB-011502,ACC-07766,starter,monthly,299,2023-07-24,2024-01-18,
SUB-011503,ACC-07766,pro,monthly,499,2024-01-18,,
SUB-011504,ACC-07767,enterprise,monthly,999,2022-05-19,,
SUB-011505,ACC-07768,enterprise,annual,11988,2023-12-05,,
SUB-011506,ACC-07769,pro,annual,5988,2023-01-24,2024-03-31,
SUB-011507,ACC-07769,enterprise,monthly,999,2024-03-31,,
SUB-011508,ACC-07770,enterprise,annual,11988,2022-07-09,,
SUB-011509,ACC-07771,enterprise,annual,11988,2022-01-19,2023-07-16,
SUB-011510,ACC-07771,starter,monthly,299,2023-07-16,2023-08-11,2023-08-09 00:00:00.000 -0700
SUB-011511,ACC-07772,enterprise,annual,11988,2023-09-29,2023-10-15,2023-10-13 00:00:00.000 -0700
SUB-011512,ACC-07773,enterprise,monthly,999,2022-09-12,2023-01-02,
SUB-011513,ACC-07773,starter,monthly,299,2023-01-02,,
SUB-011514,ACC-07774,enterprise,monthly,999,2022-05-25,,
SUB-011515,ACC-07775,pro,annual,5988,2022-04-06,,
SUB-011516,ACC-07776,starter,monthly,299,2023-07-09,2023-08-26,
SUB-011517,ACC-07776,pro,annual,5988,2023-08-26,2023-09-14,2023-09-12 00:00:00.000 -0700
SUB-011518,ACC-07777,enterprise,annual,11988,2022-10-15,2022-11-12,2022-11-10 00:00:00.000 -0800
SUB-011519,ACC-07778,enterprise,annual,11988,2023-02-17,,
SUB-011520,ACC-07779,enterprise,annual,11988,2022-03-08,2024-01-28,
SUB-011521,ACC-07779,starter,annual,3588,2024-01-28,2024-02-24,2024-02-22 00:00:00.000 -0800
SUB-011522,ACC-07780,pro,monthly,499,2023-09-27,2024-03-20,
SUB-011523,ACC-07780,enterprise,annual,11988,2024-03-20,,
SUB-011524,ACC-07781,enterprise,monthly,999,2022-10-29,2022-11-23,2022-11-21 00:00:00.000 -0800
SUB-011525,ACC-07782,pro,annual,5988,2023-02-28,2023-03-15,2023-03-13 00:00:00.000 -0700
SUB-011526,ACC-07783,enterprise,monthly,999,2023-02-21,2023-03-21,2023-03-19 00:00:00.000 -0700
SUB-011527,ACC-07784,starter,annual,3588,2023-11-20,2023-12-07,2023-12-05 00:00:00.000 -0800
SUB-011528,ACC-07785,enterprise,annual,11988,2023-08-21,,
SUB-011529,ACC-07786,enterprise,monthly,999,2022-11-25,2022-12-22,2022-12-20 00:00:00.000 -0800
SUB-011530,ACC-07787,enterprise,annual,11988,2023-05-04,,
SUB-011531,ACC-07789,enterprise,annual,11988,2023-02-11,2023-03-11,2023-03-09 00:00:00.000 -0800
SUB-011532,ACC-07790,pro,annual,5988,2022-07-15,2024-01-10,
SUB-011533,ACC-07790,starter,annual,3588,2024-01-10,2025-09-11,
SUB-011534,ACC-07790,enterprise,annual,11988,2025-09-11,,
SUB-011535,ACC-07791,pro,annual,5988,2022-02-18,,
SUB-011536,ACC-07792,enterprise,annual,11988,2023-12-27,2024-01-23,2024-01-21 00:00:00.000 -0800
SUB-011537,ACC-07793,pro,annual,5988,2023-03-04,2024-06-28,
SUB-011538,ACC-07793,enterprise,annual,11988,2024-06-28,2026-03-22,
SUB-011539,ACC-07793,pro,annual,5988,2026-03-22,,
SUB-011540,ACC-07794,pro,annual,5988,2023-06-11,2024-10-19,
SUB-011541,ACC-07794,starter,annual,3588,2024-10-19,2026-09-18,
SUB-011542,ACC-07796,pro,monthly,499,2022-05-22,,
SUB-011543,ACC-07797,enterprise,monthly,999,2022-06-05,2022-10-30,
SUB-011544,ACC-07797,pro,monthly,499,2022-10-30,,
SUB-011545,ACC-07798,enterprise,annual,11988,2023-10-06,2024-12-22,
SUB-011546,ACC-07798,starter,annual,3588,2024-12-22,2026-03-31,
SUB-011547,ACC-07798,starter,annual,3588,2026-03-31,,
SUB-011548,ACC-07799,enterprise,annual,11988,2022-06-16,,
SUB-011549,ACC-07800,enterprise,annual,11988,2023-02-26,2024-09-28,
SUB-011550,ACC-07800,pro,annual,5988,2024-09-28,2024-10-22,2024-10-20 00:00:00.000 -0700
SUB-011551,ACC-07801,enterprise,annual,11988,2023-09-11,,
SUB-011552,ACC-07802,pro,annual,5988,2022-07-16,2022-08-05,2022-08-03 00:00:00.000 -0700
SUB-011553,ACC-07804,enterprise,annual,11988,2022-03-12,2023-06-26,
SUB-011554,ACC-07804,starter,monthly,299,2023-06-26,2023-07-19,2023-07-17 00:00:00.000 -0700
SUB-011555,ACC-07805,pro,annual,5988,2022-10-11,2023-12-28,
SUB-011556,ACC-07805,enterprise,annual,11988,2023-12-28,2024-01-20,2024-01-18 00:00:00.000 -0800
SUB-011557,ACC-07806,starter,annual,3588,2023-01-16,2023-02-03,2023-02-01 00:00:00.000 -0800
SUB-011558,ACC-07807,enterprise,monthly,999,2023-09-13,2023-11-23,
SUB-011559,ACC-07807,starter,annual,3588,2023-11-23,2025-06-16,
SUB-011560,ACC-07807,pro,monthly,499,2025-06-16,,
SUB-011561,ACC-07808,starter,annual,3588,2022-06-07,2022-07-03,2022-07-01 00:00:00.000 -0700
SUB-011562,ACC-07809,enterprise,monthly,999,2023-11-18,,
SUB-011563,ACC-07810,enterprise,annual,11988,2022-01-02,2023-02-15,
SUB-011564,ACC-07810,starter,annual,3588,2023-02-15,2023-03-02,2023-02-28 00:00:00.000 -0800
SUB-011565,ACC-07811,pro,annual,5988,2022-08-27,2023-10-17,
SUB-011566,ACC-07811,enterprise,annual,11988,2023-10-17,2025-05-23,
SUB-011567,ACC-07811,pro,annual,5988,2025-05-23,,
SUB-011568,ACC-07812,starter,annual,3588,2022-08-26,2024-07-28,
SUB-011569,ACC-07812,pro,annual,5988,2024-07-28,,
SUB-011570,ACC-07813,starter,annual,3588,2022-01-12,2023-01-12,
SUB-011571,ACC-07813,enterprise,monthly,999,2023-01-12,,
SUB-011572,ACC-07814,enterprise,annual,11988,2023-08-15,2025-05-15,
SUB-011573,ACC-07814,starter,monthly,299,2025-05-15,,
SUB-011574,ACC-07815,pro,monthly,499,2022-03-24,2022-05-14,
SUB-011575,ACC-07815,enterprise,monthly,999,2022-05-14,2022-09-20,
SUB-011576,ACC-07815,pro,monthly,499,2022-09-20,,
SUB-011577,ACC-07816,enterprise,monthly,999,2023-06-12,,
SUB-011578,ACC-07817,enterprise,monthly,999,2023-03-25,2023-06-23,
SUB-011579,ACC-07817,pro,annual,5988,2023-06-23,,
SUB-011580,ACC-07818,enterprise,annual,11988,2023-03-01,2025-02-25,
SUB-011581,ACC-07818,pro,annual,5988,2025-02-25,2026-06-12,
SUB-011582,ACC-07819,pro,monthly,499,2023-05-10,,
SUB-011583,ACC-07820,enterprise,annual,11988,2023-12-27,2025-10-15,
SUB-011584,ACC-07820,starter,annual,3588,2025-10-15,2025-11-05,2025-11-03 00:00:00.000 -0800
SUB-011585,ACC-07821,enterprise,annual,11988,2023-07-21,2023-08-13,2023-08-11 00:00:00.000 -0700
SUB-011586,ACC-07823,pro,annual,5988,2023-09-05,,
SUB-011587,ACC-07824,pro,annual,5988,2023-04-12,2023-05-02,2023-04-30 00:00:00.000 -0700
SUB-011588,ACC-07825,enterprise,monthly,999,2023-12-12,2024-01-02,2023-12-31 00:00:00.000 -0800
SUB-011589,ACC-07826,enterprise,monthly,999,2022-04-17,2022-08-02,
SUB-011590,ACC-07826,starter,annual,3588,2022-08-02,,
SUB-011591,ACC-07827,enterprise,annual,11988,2023-12-04,2024-12-31,
SUB-011592,ACC-07827,pro,annual,5988,2024-12-31,2026-09-13,
SUB-011593,ACC-07828,enterprise,annual,11988,2022-01-19,,
SUB-011594,ACC-07829,enterprise,annual,11988,2023-12-04,2023-12-22,2023-12-20 00:00:00.000 -0800
SUB-011595,ACC-07830,enterprise,annual,11988,2022-06-08,2024-02-25,
SUB-011596,ACC-07830,starter,annual,3588,2024-02-25,2025-11-20,
SUB-011597,ACC-07830,starter,annual,3588,2025-11-20,2025-12-08,2025-12-06 00:00:00.000 -0800
SUB-011598,ACC-07831,enterprise,monthly,999,2022-04-09,,
SUB-011599,ACC-07832,pro,monthly,499,2022-08-23,2022-09-08,2022-09-06 00:00:00.000 -0700
SUB-011600,ACC-07833,enterprise,annual,11988,2022-12-17,,
SUB-011601,ACC-07834,pro,annual,5988,2022-08-23,2022-09-07,2022-09-05 00:00:00.000 -0700
SUB-011602,ACC-07836,enterprise,annual,11988,2022-03-31,,
SUB-011603,ACC-07837,pro,monthly,499,2024-01-06,2024-01-29,2024-01-27 00:00:00.000 -0800
SUB-011604,ACC-07839,enterprise,annual,11988,2023-06-16,2025-03-21,
SUB-011605,ACC-07839,starter,annual,3588,2025-03-21,,
SUB-011606,ACC-07840,enterprise,annual,11988,2023-05-25,2025-03-30,
SUB-011607,ACC-07840,starter,monthly,299,2025-03-30,2025-04-19,2025-04-17 00:00:00.000 -0700
SUB-011608,ACC-07841,enterprise,annual,11988,2022-11-24,2022-12-14,2022-12-12 00:00:00.000 -0800
SUB-011609,ACC-07842,enterprise,monthly,999,2022-07-19,,
SUB-011610,ACC-07843,starter,monthly,299,2022-12-23,,
SUB-011611,ACC-07844,starter,monthly,299,2022-02-25,2022-06-29,
SUB-011612,ACC-07844,pro,annual,5988,2022-06-29,2022-07-25,2022-07-23 00:00:00.000 -0700
SUB-011613,ACC-07845,enterprise,annual,11988,2022-12-02,2022-12-17,2022-12-15 00:00:00.000 -0800
SUB-011614,ACC-07846,pro,annual,5988,2022-02-17,,
SUB-011615,ACC-07847,pro,annual,5988,2023-05-17,,
SUB-011616,ACC-07848,pro,annual,5988,2023-04-19,2023-05-06,2023-05-04 00:00:00.000 -0700
SUB-011617,ACC-07849,starter,annual,3588,2022-05-28,2022-06-22,2022-06-20 00:00:00.000 -0700
SUB-011618,ACC-07850,enterprise,monthly,999,2022-09-06,2022-09-23,2022-09-21 00:00:00.000 -0700
SUB-011619,ACC-07851,starter,monthly,299,2022-09-08,2022-10-06,2022-10-04 00:00:00.000 -0700
SUB-011620,ACC-07852,enterprise,annual,11988,2023-06-04,2025-01-20,
SUB-011621,ACC-07852,starter,annual,3588,2025-01-20,,
SUB-011622,ACC-07854,pro,monthly,499,2022-05-09,2022-07-05,
SUB-011623,ACC-07854,enterprise,monthly,999,2022-07-05,2022-11-30,
SUB-011624,ACC-07854,pro,annual,5988,2022-11-30,2022-12-17,2022-12-15 00:00:00.000 -0800
SUB-011625,ACC-07855,enterprise,monthly,999,2022-04-04,2022-07-30,
SUB-011626,ACC-07855,pro,annual,5988,2022-07-30,2022-08-15,2022-08-13 00:00:00.000 -0700
SUB-011627,ACC-07856,pro,annual,5988,2023-07-07,,
SUB-011628,ACC-07857,pro,annual,5988,2022-07-06,2022-07-25,2022-07-23 00:00:00.000 -0700
SUB-011629,ACC-07858,enterprise,annual,11988,2023-01-08,,
SUB-011630,ACC-07859,pro,annual,5988,2023-07-07,2024-11-06,
SUB-011631,ACC-07859,enterprise,annual,11988,2024-11-06,2026-09-27,
SUB-011632,ACC-07860,pro,annual,5988,2022-08-03,2023-10-26,
SUB-011633,ACC-07860,enterprise,monthly,999,2023-10-26,,
SUB-011634,ACC-07861,starter,annual,3588,2023-06-04,2025-03-22,
SUB-011635,ACC-07861,enterprise,monthly,999,2025-03-22,2025-07-21,
SUB-011636,ACC-07861,pro,annual,5988,2025-07-21,2025-08-18,2025-08-16 00:00:00.000 -0700
SUB-011637,ACC-07862,pro,monthly,499,2023-03-28,2023-05-08,
SUB-011638,ACC-07862,starter,monthly,299,2023-05-08,2023-09-02,
SUB-011639,ACC-07862,enterprise,monthly,999,2023-09-02,2023-09-26,2023-09-24 00:00:00.000 -0700
SUB-011640,ACC-07863,enterprise,annual,11988,2023-03-25,2023-04-11,2023-04-09 00:00:00.000 -0700
SUB-011641,ACC-07864,enterprise,monthly,999,2022-07-18,2022-11-17,
SUB-011642,ACC-07864,starter,monthly,299,2022-11-17,2023-03-17,
SUB-011643,ACC-07864,starter,annual,3588,2023-03-17,2023-04-02,2023-03-31 00:00:00.000 -0700
SUB-011644,ACC-07865,starter,monthly,299,2022-08-15,2022-08-30,2022-08-28 00:00:00.000 -0700
SUB-011645,ACC-07866,enterprise,annual,11988,2022-11-08,2023-11-25,
SUB-011646,ACC-07866,starter,annual,3588,2023-11-25,,
SUB-011647,ACC-07867,starter,annual,3588,2023-10-21,2023-11-16,2023-11-14 00:00:00.000 -0800
SUB-011648,ACC-07868,pro,annual,5988,2022-08-14,2023-12-28,
SUB-011649,ACC-07868,enterprise,annual,11988,2023-12-28,2025-10-17,
SUB-011650,ACC-07868,pro,monthly,499,2025-10-17,,
SUB-011651,ACC-07869,enterprise,annual,11988,2023-12-18,2025-03-03,
SUB-011652,ACC-07869,starter,annual,3588,2025-03-03,2027-02-25,
SUB-011653,ACC-07870,starter,annual,3588,2023-07-01,2023-07-25,2023-07-23 00:00:00.000 -0700
SUB-011654,ACC-07871,enterprise,annual,11988,2022-07-04,2022-08-01,2022-07-30 00:00:00.000 -0700
SUB-011655,ACC-07872,pro,annual,5988,2023-11-16,,
SUB-011656,ACC-07873,enterprise,annual,11988,2023-10-13,2023-10-28,2023-10-26 00:00:00.000 -0700
SUB-011657,ACC-07874,enterprise,annual,11988,2022-02-24,2023-06-25,
SUB-011658,ACC-07874,pro,monthly,499,2023-06-25,2023-07-12,2023-07-10 00:00:00.000 -0700
SUB-011659,ACC-07875,enterprise,annual,11988,2022-11-05,2024-02-23,
SUB-011660,ACC-07875,starter,annual,3588,2024-02-23,2025-07-19,
SUB-011661,ACC-07875,pro,monthly,499,2025-07-19,,
SUB-011662,ACC-07876,starter,annual,3588,2023-10-25,2024-11-27,
SUB-011663,ACC-07876,enterprise,monthly,999,2024-11-27,2025-05-15,
SUB-011664,ACC-07876,pro,monthly,499,2025-05-15,2025-06-04,2025-06-02 00:00:00.000 -0700
SUB-011665,ACC-07877,starter,annual,3588,2023-01-19,,
SUB-011666,ACC-07878,starter,annual,3588,2023-07-13,2024-11-01,
SUB-011667,ACC-07878,pro,annual,5988,2024-11-01,2024-11-16,2024-11-14 00:00:00.000 -0800
SUB-011668,ACC-07879,pro,annual,5988,2022-05-12,,
SUB-011669,ACC-07880,enterprise,monthly,999,2023-06-24,2023-07-16,2023-07-14 00:00:00.000 -0700
SUB-011670,ACC-07881,starter,annual,3588,2022-10-21,,
SUB-011671,ACC-07882,enterprise,annual,11988,2023-01-10,2024-12-25,
SUB-011672,ACC-07882,pro,monthly,499,2024-12-25,2025-03-18,
SUB-011673,ACC-07882,starter,annual,3588,2025-03-18,2025-04-15,2025-04-13 00:00:00.000 -0700
SUB-011674,ACC-07883,enterprise,annual,11988,2023-05-11,,
SUB-011675,ACC-07884,enterprise,annual,11988,2022-11-29,2024-10-10,
SUB-011676,ACC-07884,pro,monthly,499,2024-10-10,,
SUB-011677,ACC-07885,pro,annual,5988,2022-12-08,2023-12-23,
SUB-011678,ACC-07885,starter,monthly,299,2023-12-23,,
SUB-011679,ACC-07886,starter,annual,3588,2023-10-24,2023-11-08,2023-11-06 00:00:00.000 -0800
SUB-011680,ACC-07887,starter,annual,3588,2022-09-24,2024-03-29,
SUB-011681,ACC-07887,enterprise,annual,11988,2024-03-29,,
SUB-011682,ACC-07888,enterprise,annual,11988,2023-12-07,,
SUB-011683,ACC-07889,starter,annual,3588,2022-03-08,2024-01-19,
SUB-011684,ACC-07889,enterprise,annual,11988,2024-01-19,2025-02-11,
SUB-011685,ACC-07889,starter,monthly,299,2025-02-11,,
SUB-011686,ACC-07890,starter,monthly,299,2022-07-13,,
SUB-011687,ACC-07891,enterprise,annual,11988,2023-07-17,2023-08-08,2023-08-06 00:00:00.000 -0700
SUB-011688,ACC-07892,starter,monthly,299,2023-02-06,2023-05-31,
SUB-011689,ACC-07892,enterprise,annual,11988,2023-05-31,2023-06-24,2023-06-22 00:00:00.000 -0700
SUB-011690,ACC-07893,enterprise,annual,11988,2022-05-20,2022-06-05,2022-06-03 00:00:00.000 -0700
SUB-011691,ACC-07894,starter,annual,3588,2023-10-16,2025-07-06,
SUB-011692,ACC-07894,enterprise,annual,11988,2025-07-06,2026-10-29,
SUB-011693,ACC-07895,enterprise,annual,11988,2023-07-08,2023-07-30,2023-07-28 00:00:00.000 -0700
SUB-011694,ACC-07896,pro,monthly,499,2023-05-06,2023-06-13,
SUB-011695,ACC-07896,enterprise,monthly,999,2023-06-13,2023-07-01,2023-06-29 00:00:00.000 -0700
SUB-011696,ACC-07897,pro,monthly,499,2023-12-02,2024-04-20,
SUB-011697,ACC-07897,enterprise,monthly,999,2024-04-20,2024-08-25,
SUB-011698,ACC-07897,pro,annual,5988,2024-08-25,2024-09-10,2024-09-08 00:00:00.000 -0700
SUB-011699,ACC-07898,enterprise,annual,11988,2023-08-06,2025-01-02,
SUB-011700,ACC-07898,pro,annual,5988,2025-01-02,,
SUB-011701,ACC-07899,starter,annual,3588,2023-04-05,2024-10-26,
SUB-011702,ACC-07899,pro,annual,5988,2024-10-26,2026-03-09,
SUB-011703,ACC-07899,enterprise,monthly,999,2026-03-09,,
SUB-011704,ACC-07900,starter,monthly,299,2022-07-13,2022-11-25,
SUB-011705,ACC-07900,pro,monthly,499,2022-11-25,,
SUB-011706,ACC-07901,pro,annual,5988,2022-02-07,2022-03-05,2022-03-03 00:00:00.000 -0800
SUB-011707,ACC-07902,enterprise,monthly,999,2022-01-27,2022-02-17,2022-02-15 00:00:00.000 -0800
SUB-011708,ACC-07903,starter,annual,3588,2022-02-02,,
SUB-011709,ACC-07904,enterprise,annual,11988,2022-08-25,2022-09-22,2022-09-20 00:00:00.000 -0700
SUB-011710,ACC-07906,pro,annual,5988,2023-09-13,2023-10-01,2023-09-29 00:00:00.000 -0700
SUB-011711,ACC-07907,pro,annual,5988,2023-06-10,,
